Budget_ID,Department,Description,Amount_PHP,Fiscal_Year,Region
GAA-2024-0000000001,Unknown,General Administration and Support,0.0,2024,
GAA-2024-0000000002,Department of Environment and Natural Resources (DENR),General management and supervision,597562.0,2024,13.0
GAA-2024-0000000003,Department of Environment and Natural Resources (DENR),General management and supervision,72476.0,2024,13.0
GAA-2024-0000000004,Department of Environment and Natural Resources (DENR),General management and supervision,17232.0,2024,13.0
GAA-2024-0000000005,Department of Environment and Natural Resources (DENR),General management and supervision,12036.0,2024,13.0
GAA-2024-0000000006,Department of Environment and Natural Resources (DENR),General management and supervision,11916.0,2024,13.0
GAA-2024-0000000007,Department of Environment and Natural Resources (DENR),General management and supervision,4308.0,2024,13.0
GAA-2024-0000000008,Department of Environment and Natural Resources (DENR),General management and supervision,1200.0,2024,13.0
GAA-2024-0000000009,Department of Environment and Natural Resources (DENR),General management and supervision,50805.0,2024,13.0
GAA-2024-0000000010,Department of Environment and Natural Resources (DENR),General management and supervision,3590.0,2024,13.0
GAA-2024-0000000011,Department of Environment and Natural Resources (DENR),General management and supervision,50805.0,2024,13.0
GAA-2024-0000000012,Department of Environment and Natural Resources (DENR),General management and supervision,3505.0,2024,13.0
GAA-2024-0000000013,Department of Environment and Natural Resources (DENR),General management and supervision,1045.0,2024,13.0
GAA-2024-0000000014,Department of Environment and Natural Resources (DENR),General management and supervision,11690.0,2024,13.0
GAA-2024-0000000015,Department of Environment and Natural Resources (DENR),General management and supervision,841.0,2024,13.0
GAA-2024-0000000016,Department of Environment and Natural Resources (DENR),General management and supervision,1518388.0,2024,13.0
GAA-2024-0000000017,Department of Environment and Natural Resources (DENR),General management and supervision,1494.0,2024,13.0
GAA-2024-0000000018,Department of Environment and Natural Resources (DENR),General management and supervision,15048.0,2024,13.0
GAA-2024-0000000019,Department of Environment and Natural Resources (DENR),General management and supervision,360555.0,2024,13.0
GAA-2024-0000000020,Department of Environment and Natural Resources (DENR),General management and supervision,37150.0,2024,13.0
GAA-2024-0000000021,Department of Environment and Natural Resources (DENR),General management and supervision,15200.0,2024,13.0
GAA-2024-0000000022,Department of Environment and Natural Resources (DENR),General management and supervision,20505.0,2024,13.0
GAA-2024-0000000023,Department of Environment and Natural Resources (DENR),General management and supervision,20823.0,2024,13.0
GAA-2024-0000000024,Department of Environment and Natural Resources (DENR),General management and supervision,1700.0,2024,13.0
GAA-2024-0000000025,Department of Environment and Natural Resources (DENR),General management and supervision,11000.0,2024,13.0
GAA-2024-0000000026,Department of Environment and Natural Resources (DENR),General management and supervision,11160.0,2024,13.0
GAA-2024-0000000027,Department of Environment and Natural Resources (DENR),General management and supervision,4600.0,2024,13.0
GAA-2024-0000000028,Department of Environment and Natural Resources (DENR),General management and supervision,3000.0,2024,13.0
GAA-2024-0000000029,Department of Environment and Natural Resources (DENR),General management and supervision,2390.0,2024,13.0
GAA-2024-0000000030,Department of Environment and Natural Resources (DENR),General management and supervision,810.0,2024,13.0
GAA-2024-0000000031,Department of Environment and Natural Resources (DENR),General management and supervision,100.0,2024,13.0
GAA-2024-0000000032,Department of Environment and Natural Resources (DENR),General management and supervision,300.0,2024,13.0
GAA-2024-0000000033,Department of Environment and Natural Resources (DENR),General management and supervision,1000.0,2024,13.0
GAA-2024-0000000034,Department of Environment and Natural Resources (DENR),General management and supervision,2510.0,2024,13.0
GAA-2024-0000000035,Department of Environment and Natural Resources (DENR),General management and supervision,1800.0,2024,13.0
GAA-2024-0000000036,Department of Environment and Natural Resources (DENR),General management and supervision,800.0,2024,13.0
GAA-2024-0000000037,Department of Environment and Natural Resources (DENR),General management and supervision,21260.0,2024,13.0
GAA-2024-0000000038,Department of Environment and Natural Resources (DENR),General management and supervision,17685.0,2024,13.0
GAA-2024-0000000039,Department of Environment and Natural Resources (DENR),General management and supervision,88423.0,2024,13.0
GAA-2024-0000000040,Department of Environment and Natural Resources (DENR),General management and supervision,232.0,2024,13.0
GAA-2024-0000000041,Department of Environment and Natural Resources (DENR),General management and supervision,122.0,2024,13.0
GAA-2024-0000000042,Department of Environment and Natural Resources (DENR),General management and supervision,9652.0,2024,13.0
GAA-2024-0000000043,Department of Environment and Natural Resources (DENR),General management and supervision,4343.0,2024,13.0
GAA-2024-0000000044,Department of Environment and Natural Resources (DENR),General management and supervision,3214.0,2024,13.0
GAA-2024-0000000045,Department of Environment and Natural Resources (DENR),General management and supervision,285614.0,2024,13.0
GAA-2024-0000000046,Department of Environment and Natural Resources (DENR),General management and supervision,8286.0,2024,13.0
GAA-2024-0000000047,Department of Environment and Natural Resources (DENR),General management and supervision,41689.0,2024,13.0
GAA-2024-0000000048,Department of Environment and Natural Resources (DENR),General management and supervision,122410.0,2024,13.0
GAA-2024-0000000049,Department of Environment and Natural Resources (DENR),General management and supervision,20428.0,2024,13.0
GAA-2024-0000000050,Department of Environment and Natural Resources (DENR),General management and supervision,1585.0,2024,13.0
GAA-2024-0000000051,Department of Environment and Natural Resources (DENR),General management and supervision,68053.0,2024,13.0
GAA-2024-0000000052,Department of Environment and Natural Resources (DENR),General management and supervision,15467.0,2024,13.0
GAA-2024-0000000053,Department of Environment and Natural Resources (DENR),General management and supervision,2320.0,2024,13.0
GAA-2024-0000000054,Department of Environment and Natural Resources (DENR),General management and supervision,4960.0,2024,13.0
GAA-2024-0000000055,Department of Environment and Natural Resources (DENR),General management and supervision,11299.0,2024,13.0
GAA-2024-0000000056,Department of Environment and Natural Resources (DENR),General management and supervision,302.0,2024,13.0
GAA-2024-0000000057,Department of Environment and Natural Resources (DENR),General management and supervision,219.0,2024,13.0
GAA-2024-0000000058,Department of Environment and Natural Resources (DENR),General management and supervision,1279.0,2024,13.0
GAA-2024-0000000059,Department of Environment and Natural Resources (DENR),General management and supervision,170.0,2024,13.0
GAA-2024-0000000060,Department of Environment and Natural Resources (DENR),General management and supervision,2975.0,2024,13.0
GAA-2024-0000000061,Department of Environment and Natural Resources (DENR),General management and supervision,4265.0,2024,13.0
GAA-2024-0000000062,Department of Environment and Natural Resources (DENR),General management and supervision,21.0,2024,13.0
GAA-2024-0000000063,Department of Environment and Natural Resources (DENR),General management and supervision,5336.0,2024,13.0
GAA-2024-0000000064,Department of Environment and Natural Resources (DENR),General management and supervision,318.0,2024,13.0
GAA-2024-0000000065,Department of Environment and Natural Resources (DENR),General management and supervision,567.0,2024,13.0
GAA-2024-0000000066,Department of Environment and Natural Resources (DENR),General management and supervision,5877.0,2024,13.0
GAA-2024-0000000067,Department of Environment and Natural Resources (DENR),General management and supervision,9109.0,2024,13.0
GAA-2024-0000000068,Department of Environment and Natural Resources (DENR),General management and supervision,7218.0,2024,13.0
GAA-2024-0000000069,Department of Environment and Natural Resources (DENR),General management and supervision,74136.0,2024,13.0
GAA-2024-0000000070,Department of Environment and Natural Resources (DENR),General management and supervision,890.0,2024,13.0
GAA-2024-0000000071,Department of Environment and Natural Resources (DENR),General management and supervision,249630.0,2024,13.0
GAA-2024-0000000072,Department of Environment and Natural Resources (DENR),General management and supervision,121795.0,2024,13.0
GAA-2024-0000000073,Department of Environment and Natural Resources (DENR),General management and supervision,5033.0,2024,13.0
GAA-2024-0000000074,Department of Environment and Natural Resources (DENR),General management and supervision,6507.0,2024,13.0
GAA-2024-0000000075,Department of Environment and Natural Resources (DENR),General management and supervision,1961.0,2024,13.0
GAA-2024-0000000076,Department of Environment and Natural Resources (DENR),General management and supervision,16827.0,2024,13.0
GAA-2024-0000000077,Department of Environment and Natural Resources (DENR),General management and supervision,901072.0,2024,13.0
GAA-2024-0000000078,Department of Environment and Natural Resources (DENR),General management and supervision,188806.0,2024,13.0
GAA-2024-0000000079,Department of Environment and Natural Resources (DENR),General management and supervision,26252.0,2024,13.0
GAA-2024-0000000080,Department of Environment and Natural Resources (DENR),General management and supervision,170190.0,2024,13.0
GAA-2024-0000000081,Department of Environment and Natural Resources (DENR),General management and supervision,66194.0,2024,13.0
GAA-2024-0000000082,Department of Environment and Natural Resources (DENR),General management and supervision,65676.0,2024,13.0
GAA-2024-0000000083,Department of Environment and Natural Resources (DENR),General management and supervision,71708.0,2024,13.0
GAA-2024-0000000084,Department of Environment and Natural Resources (DENR),Administration of Personnel Benefits,36747.0,2024,13.0
GAA-2024-0000000085,Department of Environment and Natural Resources (DENR),Administration of Personnel Benefits,330458.0,2024,13.0
GAA-2024-0000000086,Unknown,Project(s),0.0,2024,
GAA-2024-0000000087,Unknown,Locally-Funded Project(s),0.0,2024,
GAA-2024-0000000088,Department of Environment and Natural Resources (DENR),Senate Relocation,32000.0,2024,13.0
GAA-2024-0000000089,Department of Environment and Natural Resources (DENR),Senate Relocation,209760.0,2024,13.0
GAA-2024-0000000090,Department of Environment and Natural Resources (DENR),Senate Relocation,2950000.0,2024,13.0
GAA-2024-0000000091,Department of Environment and Natural Resources (DENR),Senate Relocation,1190240.0,2024,13.0
GAA-2024-0000000092,Unknown,Support to Operations,0.0,2024,
GAA-2024-0000000093,Unknown,Operations,0.0,2024,
GAA-2024-0000000094,Unknown,OO : Crafting of significant legislation and reform measures ensured,0.0,2024,
GAA-2024-0000000095,Unknown,SENATE LEGISLATIVE PROGRAM,0.0,2024,
GAA-2024-0000000096,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,905462.0,2024,13.0
GAA-2024-0000000097,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,29448.0,2024,13.0
GAA-2024-0000000098,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,19314.0,2024,13.0
GAA-2024-0000000099,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,19314.0,2024,13.0
GAA-2024-0000000100,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,7362.0,2024,13.0
GAA-2024-0000000101,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,75455.0,2024,13.0
GAA-2024-0000000102,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,6135.0,2024,13.0
GAA-2024-0000000103,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,75455.0,2024,13.0
GAA-2024-0000000104,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,6135.0,2024,13.0
GAA-2024-0000000105,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,1472.0,2024,13.0
GAA-2024-0000000106,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,17353.0,2024,13.0
GAA-2024-0000000107,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,1472.0,2024,13.0
GAA-2024-0000000108,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,2264.0,2024,13.0
GAA-2024-0000000109,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,197574.0,2024,13.0
GAA-2024-0000000110,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,20483.0,2024,13.0
GAA-2024-0000000111,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,25098.0,2024,13.0
GAA-2024-0000000112,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,10652.0,2024,13.0
GAA-2024-0000000113,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,858.0,2024,13.0
GAA-2024-0000000114,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,5051.0,2024,13.0
GAA-2024-0000000115,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,7638.0,2024,13.0
GAA-2024-0000000116,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,22326.0,2024,13.0
GAA-2024-0000000117,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,7638.0,2024,13.0
GAA-2024-0000000118,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,170748.0,2024,13.0
GAA-2024-0000000119,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,145804.0,2024,13.0
GAA-2024-0000000120,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,70907.0,2024,13.0
GAA-2024-0000000121,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,51534.0,2024,13.0
GAA-2024-0000000122,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,7200.0,2024,13.0
GAA-2024-0000000123,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,12929.0,2024,13.0
GAA-2024-0000000124,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,797524.0,2024,13.0
GAA-2024-0000000125,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,9600.0,2024,13.0
GAA-2024-0000000126,Department of Environment and Natural Resources (DENR),Legislation of Laws and Other Related Activities,108655.0,2024,13.0
GAA-2024-0000000127,Unknown,Project(s),0.0,2024,
GAA-2024-0000000128,Unknown,Locally-Funded Project(s),0.0,2024,
GAA-2024-0000000129,Unknown,"Technical Studies on the Economy, Taxation, Energy, Environment, Banking, Agriculture, Transportation and Other Technical Studies",0.0,2024,
GAA-2024-0000000130,Unknown,General Administration and Support,0.0,2024,
GAA-2024-0000000131,Department of Environment and Natural Resources (DENR),General management and supervision,19840.0,2024,13.0
GAA-2024-0000000132,Department of Environment and Natural Resources (DENR),General management and supervision,768.0,2024,13.0
GAA-2024-0000000133,Department of Environment and Natural Resources (DENR),General management and supervision,180.0,2024,13.0
GAA-2024-0000000134,Department of Environment and Natural Resources (DENR),General management and supervision,180.0,2024,13.0
GAA-2024-0000000135,Department of Environment and Natural Resources (DENR),General management and supervision,192.0,2024,13.0
GAA-2024-0000000136,Department of Environment and Natural Resources (DENR),General management and supervision,200.0,2024,13.0
GAA-2024-0000000137,Department of Environment and Natural Resources (DENR),General management and supervision,1653.0,2024,13.0
GAA-2024-0000000138,Department of Environment and Natural Resources (DENR),General management and supervision,160.0,2024,13.0
GAA-2024-0000000139,Department of Environment and Natural Resources (DENR),General management and supervision,1653.0,2024,13.0
GAA-2024-0000000140,Department of Environment and Natural Resources (DENR),General management and supervision,3300.0,2024,13.0
GAA-2024-0000000141,Department of Environment and Natural Resources (DENR),General management and supervision,160.0,2024,13.0
GAA-2024-0000000142,Department of Environment and Natural Resources (DENR),General management and supervision,38.0,2024,13.0
GAA-2024-0000000143,Department of Environment and Natural Resources (DENR),General management and supervision,408.0,2024,13.0
GAA-2024-0000000144,Department of Environment and Natural Resources (DENR),General management and supervision,38.0,2024,13.0
GAA-2024-0000000145,Department of Environment and Natural Resources (DENR),General management and supervision,138.0,2024,13.0
GAA-2024-0000000146,Department of Environment and Natural Resources (DENR),General management and supervision,72833.0,2024,13.0
GAA-2024-0000000147,Department of Environment and Natural Resources (DENR),General management and supervision,50.0,2024,13.0
GAA-2024-0000000148,Department of Environment and Natural Resources (DENR),General management and supervision,11316.0,2024,13.0
GAA-2024-0000000149,Department of Environment and Natural Resources (DENR),General management and supervision,1872.0,2024,13.0
GAA-2024-0000000150,Department of Environment and Natural Resources (DENR),General management and supervision,1051.0,2024,13.0
GAA-2024-0000000151,Department of Environment and Natural Resources (DENR),General management and supervision,15.0,2024,13.0
GAA-2024-0000000152,Department of Environment and Natural Resources (DENR),General management and supervision,50.0,2024,13.0
GAA-2024-0000000153,Department of Environment and Natural Resources (DENR),General management and supervision,235.0,2024,13.0
GAA-2024-0000000154,Department of Environment and Natural Resources (DENR),General management and supervision,412.0,2024,13.0
GAA-2024-0000000155,Department of Environment and Natural Resources (DENR),General management and supervision,315.0,2024,13.0
GAA-2024-0000000156,Department of Environment and Natural Resources (DENR),General management and supervision,200.0,2024,13.0
GAA-2024-0000000157,Department of Environment and Natural Resources (DENR),General management and supervision,1350.0,2024,13.0
GAA-2024-0000000158,Department of Environment and Natural Resources (DENR),General management and supervision,96.0,2024,13.0
GAA-2024-0000000159,Department of Environment and Natural Resources (DENR),General management and supervision,400.0,2024,13.0
GAA-2024-0000000160,Department of Environment and Natural Resources (DENR),General management and supervision,50.0,2024,13.0
GAA-2024-0000000161,Department of Environment and Natural Resources (DENR),General management and supervision,466.0,2024,13.0
GAA-2024-0000000162,Department of Environment and Natural Resources (DENR),General management and supervision,3.0,2024,13.0
GAA-2024-0000000163,Department of Environment and Natural Resources (DENR),General management and supervision,1660.0,2024,13.0
GAA-2024-0000000164,Department of Environment and Natural Resources (DENR),General management and supervision,2500.0,2024,13.0
GAA-2024-0000000165,Department of Environment and Natural Resources (DENR),General management and supervision,3500.0,2024,13.0
GAA-2024-0000000166,Department of Environment and Natural Resources (DENR),General management and supervision,830.0,2024,13.0
GAA-2024-0000000167,Department of Environment and Natural Resources (DENR),General management and supervision,90.0,2024,13.0
GAA-2024-0000000168,Department of Environment and Natural Resources (DENR),General management and supervision,100.0,2024,13.0
GAA-2024-0000000169,Department of Environment and Natural Resources (DENR),General management and supervision,185.0,2024,13.0
GAA-2024-0000000170,Department of Environment and Natural Resources (DENR),General management and supervision,2604.0,2024,13.0
GAA-2024-0000000171,Department of Environment and Natural Resources (DENR),General management and supervision,50.0,2024,13.0
GAA-2024-0000000172,Department of Environment and Natural Resources (DENR),General management and supervision,1600.0,2024,13.0
GAA-2024-0000000173,Department of Environment and Natural Resources (DENR),General management and supervision,-1786.0,2024,13.0
GAA-2024-0000000174,Department of Environment and Natural Resources (DENR),General management and supervision,2943.0,2024,13.0
GAA-2024-0000000175,Department of Environment and Natural Resources (DENR),General management and supervision,2381.0,2024,13.0
GAA-2024-0000000176,Department of Environment and Natural Resources (DENR),Administration of Personnel Benefits,487.0,2024,13.0
GAA-2024-0000000177,Department of Environment and Natural Resources (DENR),Administration of Personnel Benefits,61098.0,2024,13.0
GAA-2024-0000000178,Unknown,Support to Operations,0.0,2024,
GAA-2024-0000000179,Unknown,Operations,0.0,2024,
GAA-2024-0000000180,Unknown,OO : Fair and speedy resolution of Senatorial electoral contests achieved,0.0,2024,
GAA-2024-0000000181,Unknown,SENATE ELECTORAL CONTESTS ADJUDICATION PROGRAM,0.0,2024,
GAA-2024-0000000182,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,57303.0,2024,13.0
GAA-2024-0000000183,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,1656.0,2024,13.0
GAA-2024-0000000184,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,990.0,2024,13.0
GAA-2024-0000000185,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,990.0,2024,13.0
GAA-2024-0000000186,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,414.0,2024,13.0
GAA-2024-0000000187,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,4775.0,2024,13.0
GAA-2024-0000000188,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,345.0,2024,13.0
GAA-2024-0000000189,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,4775.0,2024,13.0
GAA-2024-0000000190,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,345.0,2024,13.0
GAA-2024-0000000191,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,83.0,2024,13.0
GAA-2024-0000000192,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,1092.0,2024,13.0
GAA-2024-0000000193,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,83.0,2024,13.0
GAA-2024-0000000194,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,0.0,2024,13.0
GAA-2024-0000000195,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,143.0,2024,13.0
GAA-2024-0000000196,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,455.0,2024,13.0
GAA-2024-0000000197,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,500.0,2024,13.0
GAA-2024-0000000198,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,852.0,2024,13.0
GAA-2024-0000000199,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,100.0,2024,13.0
GAA-2024-0000000200,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,230.0,2024,13.0
GAA-2024-0000000201,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,1854.0,2024,13.0
GAA-2024-0000000202,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,6498.0,2024,13.0
GAA-2024-0000000203,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,3360.0,2024,13.0
GAA-2024-0000000204,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,10.0,2024,13.0
GAA-2024-0000000205,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,1000.0,2024,13.0
GAA-2024-0000000206,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,40.0,2024,13.0
GAA-2024-0000000207,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,20.0,2024,13.0
GAA-2024-0000000208,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,70.0,2024,13.0
GAA-2024-0000000209,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,3396.0,2024,13.0
GAA-2024-0000000210,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,18400.0,2024,13.0
GAA-2024-0000000211,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,900.0,2024,13.0
GAA-2024-0000000212,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,6536.0,2024,13.0
GAA-2024-0000000213,Department of Environment and Natural Resources (DENR),Adjudication of Electoral Contests involving Members of the Senate including Administrative Support,6876.0,2024,13.0
GAA-2024-0000000214,Unknown,General Administration and Support,0.0,2024,
GAA-2024-0000000215,Department of Environment and Natural Resources (DENR),General management and supervision,139623.0,2024,13.0
GAA-2024-0000000216,Department of Environment and Natural Resources (DENR),General management and supervision,28499.0,2024,13.0
GAA-2024-0000000217,Department of Environment and Natural Resources (DENR),General management and supervision,4248.0,2024,13.0
GAA-2024-0000000218,Department of Environment and Natural Resources (DENR),General management and supervision,5244.0,2024,13.0
GAA-2024-0000000219,Department of Environment and Natural Resources (DENR),General management and supervision,3594.0,2024,13.0
GAA-2024-0000000220,Department of Environment and Natural Resources (DENR),General management and supervision,1062.0,2024,13.0
GAA-2024-0000000221,Department of Environment and Natural Resources (DENR),General management and supervision,18.0,2024,13.0
GAA-2024-0000000222,Department of Environment and Natural Resources (DENR),General management and supervision,2.0,2024,13.0
GAA-2024-0000000223,Department of Environment and Natural Resources (DENR),General management and supervision,265.0,2024,13.0
GAA-2024-0000000224,Department of Environment and Natural Resources (DENR),General management and supervision,1000.0,2024,13.0
GAA-2024-0000000225,Department of Environment and Natural Resources (DENR),General management and supervision,12733.0,2024,13.0
GAA-2024-0000000226,Department of Environment and Natural Resources (DENR),General management and supervision,885.0,2024,13.0
GAA-2024-0000000227,Department of Environment and Natural Resources (DENR),General management and supervision,12733.0,2024,13.0
GAA-2024-0000000228,Department of Environment and Natural Resources (DENR),General management and supervision,885.0,2024,13.0
GAA-2024-0000000229,Department of Environment and Natural Resources (DENR),General management and supervision,194.0,2024,13.0
GAA-2024-0000000230,Department of Environment and Natural Resources (DENR),General management and supervision,2593.0,2024,13.0
GAA-2024-0000000231,Department of Environment and Natural Resources (DENR),General management and supervision,194.0,2024,13.0
GAA-2024-0000000232,Department of Environment and Natural Resources (DENR),General management and supervision,90.0,2024,13.0
GAA-2024-0000000233,Department of Environment and Natural Resources (DENR),General management and supervision,18312.0,2024,13.0
GAA-2024-0000000234,Department of Environment and Natural Resources (DENR),General management and supervision,369.0,2024,13.0
GAA-2024-0000000235,Department of Environment and Natural Resources (DENR),General management and supervision,41949.0,2024,13.0
GAA-2024-0000000236,Department of Environment and Natural Resources (DENR),General management and supervision,2500.0,2024,13.0
GAA-2024-0000000237,Department of Environment and Natural Resources (DENR),General management and supervision,3500.0,2024,13.0
GAA-2024-0000000238,Department of Environment and Natural Resources (DENR),General management and supervision,2000.0,2024,13.0
GAA-2024-0000000239,Department of Environment and Natural Resources (DENR),General management and supervision,500.0,2024,13.0
GAA-2024-0000000240,Department of Environment and Natural Resources (DENR),General management and supervision,1000.0,2024,13.0
GAA-2024-0000000241,Department of Environment and Natural Resources (DENR),General management and supervision,3000.0,2024,13.0
GAA-2024-0000000242,Department of Environment and Natural Resources (DENR),General management and supervision,300.0,2024,13.0
GAA-2024-0000000243,Department of Environment and Natural Resources (DENR),General management and supervision,300.0,2024,13.0
GAA-2024-0000000244,Department of Environment and Natural Resources (DENR),General management and supervision,300.0,2024,13.0
GAA-2024-0000000245,Department of Environment and Natural Resources (DENR),General management and supervision,100.0,2024,13.0
GAA-2024-0000000246,Department of Environment and Natural Resources (DENR),General management and supervision,300.0,2024,13.0
GAA-2024-0000000247,Department of Environment and Natural Resources (DENR),General management and supervision,475.0,2024,13.0
GAA-2024-0000000248,Department of Environment and Natural Resources (DENR),General management and supervision,400.0,2024,13.0
GAA-2024-0000000249,Department of Environment and Natural Resources (DENR),General management and supervision,1600.0,2024,13.0
GAA-2024-0000000250,Department of Environment and Natural Resources (DENR),General management and supervision,2500.0,2024,13.0
GAA-2024-0000000251,Department of Environment and Natural Resources (DENR),General management and supervision,5.0,2024,13.0
GAA-2024-0000000252,Department of Environment and Natural Resources (DENR),General management and supervision,500.0,2024,13.0
GAA-2024-0000000253,Department of Environment and Natural Resources (DENR),General management and supervision,2845.0,2024,13.0
GAA-2024-0000000254,Department of Environment and Natural Resources (DENR),General management and supervision,2000.0,2024,13.0
GAA-2024-0000000255,Department of Environment and Natural Resources (DENR),General management and supervision,480.0,2024,13.0
GAA-2024-0000000256,Department of Environment and Natural Resources (DENR),General management and supervision,1.0,2024,13.0
GAA-2024-0000000257,Department of Environment and Natural Resources (DENR),General management and supervision,6660.0,2024,13.0
GAA-2024-0000000258,Department of Environment and Natural Resources (DENR),General management and supervision,200.0,2024,13.0
GAA-2024-0000000259,Department of Environment and Natural Resources (DENR),General management and supervision,4000.0,2024,13.0
GAA-2024-0000000260,Department of Environment and Natural Resources (DENR),General management and supervision,2500.0,2024,13.0
GAA-2024-0000000261,Department of Environment and Natural Resources (DENR),General management and supervision,500.0,2024,13.0
GAA-2024-0000000262,Department of Environment and Natural Resources (DENR),General management and supervision,500.0,2024,13.0
GAA-2024-0000000263,Department of Environment and Natural Resources (DENR),General management and supervision,2500.0,2024,13.0
GAA-2024-0000000264,Department of Environment and Natural Resources (DENR),General management and supervision,200.0,2024,13.0
GAA-2024-0000000265,Department of Environment and Natural Resources (DENR),General management and supervision,200.0,2024,13.0
GAA-2024-0000000266,Department of Environment and Natural Resources (DENR),General management and supervision,100.0,2024,13.0
GAA-2024-0000000267,Department of Environment and Natural Resources (DENR),General management and supervision,200.0,2024,13.0
GAA-2024-0000000268,Department of Environment and Natural Resources (DENR),General management and supervision,100.0,2024,13.0
